,goodreads_book_id,tag_id,count,tag_name,original_title,book_id
15766,641604,5951,265,business,Purple Cow: Transform Your Business by Being Remarkable,4059
15767,641604,21773,64,nonfiction,Purple Cow: Transform Your Business by Being Remarkable,4059
15768,643962,20939,955,mystery,L is for Lawless,5588
15769,643962,28919,376,sue-grafton,L is for Lawless,5588
15770,643962,11743,221,fiction,L is for Lawless,5588
15771,643974,20939,1057,mystery,I is for Innocent,6153
15772,643974,28919,371,sue-grafton,I is for Innocent,6153
15773,643974,11743,235,fiction,I is for Innocent,6153
15774,643988,20939,457,mystery,Indemnity Only,9403
15775,643988,11743,119,fiction,Indemnity Only,9403
15776,643988,20926,68,mysteries,Indemnity Only,9403
15777,644655,20939,636,mystery,Raven Black,8673
15778,644655,8517,250,crime,Raven Black,8673
15779,644655,11743,189,fiction,Raven Black,8673
15780,645023,11305,4007,fantasy,Castle of Wizardry,1931
15781,645023,11743,330,fiction,Castle of Wizardry,1931
15782,645023,9037,187,david-eddings,Castle of Wizardry,1931
15783,645180,11743,336,fiction,Soon I Will Be Invincible,9299
15784,645180,11305,323,fantasy,Soon I Will Be Invincible,9299
15785,645180,26837,220,science-fiction,Soon I Will Be Invincible,9299
15786,646056,11305,19,fantasy,The Little Mermaid (Little Golden Storybook),4812
15787,646056,7457,14,classics,The Little Mermaid (Little Golden Storybook),4812
15788,646056,9580,9,disney,The Little Mermaid (Little Golden Storybook),4812
15789,646195,26256,199,rory-gilmore-reading-challenge,The Sheep-Pig,9372
15790,646195,6953,159,childrens,The Sheep-Pig,9372
15791,646195,11743,105,fiction,The Sheep-Pig,9372
15792,646462,25647,1068,religion,القرآن‎‎ [al-Qurʾān],2082
15793,646462,15858,414,islam,القرآن‎‎ [al-Qurʾān],2082
15794,646462,21689,218,non-fiction,القرآن‎‎ [al-Qurʾān],2082
15795,648194,6750,330,chick-lit,Hissy Fit,6293
15796,648194,26138,134,romance,Hissy Fit,6293
15797,648194,11743,128,fiction,Hissy Fit,6293
15798,651260,11305,1580,fantasy,Domes of Fire,5203
15799,651260,9037,117,david-eddings,Domes of Fire,5203
15800,651260,9221,116,default,Domes of Fire,5203
15801,653396,27095,129,self-help,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,4465
15802,653396,21689,101,non-fiction,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,4465
15803,653396,27111,84,self-improvement,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,4465
15804,653711,26837,535,science-fiction,Crystal Singer,8667
15805,653711,26771,443,sci-fi,Crystal Singer,8667
15806,653711,11305,396,fantasy,Crystal Singer,8667
15807,655601,6701,114,cherub,Divine Madness,9897
15808,655601,33114,108,young-adult,Divine Madness,9897
15809,655601,32989,51,ya,Divine Madness,9897
15810,657034,20939,618,mystery,Heartsick,3745
15811,657034,30358,404,thriller,Heartsick,3745
15812,657034,11743,290,fiction,Heartsick,3745
15813,657371,21689,335,non-fiction,Tweak: Growing Up On Methamphetamines,3726
15814,657371,19733,246,memoir,Tweak: Growing Up On Methamphetamines,3726
15815,657371,19742,150,memoirs,Tweak: Growing Up On Methamphetamines,3726
15816,659388,11743,490,fiction,Nobody's Fool,5187
15817,659388,15048,60,humor,Nobody's Fool,5187
15818,659388,8067,48,contemporary-fiction,Nobody's Fool,5187
15819,659469,11305,1697,fantasy,The Hobbit,466
15820,659469,7457,322,classics,The Hobbit,466
15821,659469,11743,311,fiction,The Hobbit,466
15822,659546,20939,232,mystery,Promise Not to Tell,9348
15823,659546,11743,202,fiction,Promise Not to Tell,9348
15824,659546,30358,69,thriller,Promise Not to Tell,9348
15825,659612,11743,442,fiction,Seeds of Yesterday,4052
15826,659612,31689,224,v-c-andrews,Seeds of Yesterday,4052
15827,659612,33114,210,young-adult,Seeds of Yesterday,4052
15828,659622,11743,365,fiction,Garden of Shadows,4888
15829,659622,31689,215,v-c-andrews,Garden of Shadows,4888
15830,659622,14821,182,horror,Garden of Shadows,4888
15831,662597,33114,842,young-adult,Cut,2122
15832,662597,32989,360,ya,Cut,2122
15833,662597,11743,289,fiction,Cut,2122
15834,663098,31617,741,urban-fantasy,The Devil You Know,9677
15835,663098,11305,476,fantasy,The Devil You Know,9677
15836,663098,14821,232,horror,The Devil You Know,9677
15837,666758,30241,291,theology,The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life,6886
15838,666758,7077,152,christian,The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life,6886
15839,666758,7141,102,christian-life,The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life,6886
15840,667234,6953,476,childrens,The Cat in the Hat Comes Back,6334
15841,667234,6857,347,children,The Cat in the Hat Comes Back,6334
15842,667234,23605,322,picture-books,The Cat in the Hat Comes Back,6334
15843,667985,19052,2080,manga,ちょびっツ #1,2851
15844,667985,13561,127,graphic-novels,ちょびっツ #1,2851
15845,667985,26138,105,romance,ちょびっツ #1,2851
15846,668710,11305,366,fantasy,Magic and Other Misdemeanors,8287
15847,668710,20939,106,mystery,Magic and Other Misdemeanors,8287
15848,668710,11152,94,fairy-tales,Magic and Other Misdemeanors,8287
15849,669570,11305,1222,fantasy,"Dragon Slippers (Dragon Slippers, #1)",6244
15850,669570,9882,422,dragons,"Dragon Slippers (Dragon Slippers, #1)",6244
15851,669570,33114,322,young-adult,"Dragon Slippers (Dragon Slippers, #1)",6244
15852,669780,22034,132,novels,موسم الهجرة إلى الشمال,7495
15853,669780,33777,121,روايات,موسم الهجرة إلى الشمال,7495
15854,669780,11743,114,fiction,موسم الهجرة إلى الشمال,7495
15855,671724,14487,562,historical-fiction,"The Death of Kings (Emperor, #2)",8194
15856,671724,11743,138,fiction,"The Death of Kings (Emperor, #2)",8194
15857,671724,14467,116,historical,"The Death of Kings (Emperor, #2)",8194
15858,672493,7077,574,christian,Pursuit of God,2266
15859,672493,30241,246,theology,Pursuit of God,2266
15860,672493,21689,196,non-fiction,Pursuit of God,2266
15861,672875,7457,1223,classics,Le Morte d'Arthur,4273
15862,672875,11305,528,fantasy,Le Morte d'Arthur,4273
15863,672875,11743,487,fiction,Le Morte d'Arthur,4273
15864,672948,11743,113,fiction,Arc de Triomphe,7269
15865,672948,13098,62,german,Arc de Triomphe,7269
15866,672948,14487,53,historical-fiction,Arc de Triomphe,7269
15867,673657,11305,3038,fantasy,Guardians of the West,3096
15868,673657,11743,253,fiction,Guardians of the West,3096
15869,673657,9037,168,david-eddings,Guardians of the West,3096
15870,674220,14527,1302,historical-romance,Again the Magic ,5572
15871,674220,26138,955,romance,Again the Magic ,5572
15872,674220,14467,518,historical,Again the Magic ,5572
15873,675614,18045,50,library,Book of Shadows,7387
15874,675614,29452,40,teen,Book of Shadows,7387
15875,675614,3389,33,audiobook,Book of Shadows,7387
15876,675905,10425,79,elin-hilderbrand,Summer People,6360
15877,675905,11743,78,fiction,Summer People,6360
15878,675905,6750,73,chick-lit,Summer People,6360
15879,676555,20673,311,music,The Beatles Anthology,6400
15880,676555,21689,129,non-fiction,The Beatles Anthology,6400
15881,676555,4605,91,biography,The Beatles Anthology,6400
15882,676737,11743,786,fiction,Grendel,4016
15883,676737,11305,677,fantasy,Grendel,4016
15884,676737,7457,350,classics,Grendel,4016
15885,676924,32989,1026,ya,Betrayed: a House of Night Novel,449
15886,676924,27199,714,series,Betrayed: a House of Night Novel,449
15887,676924,26138,649,romance,Betrayed: a House of Night Novel,449
15888,682153,21831,593,nora-roberts,Three Fates,7631
15889,682153,8076,113,contemporary-romance,Three Fates,7631
15890,682153,26138,110,romance,Three Fates,7631
15891,682745,21689,151,non-fiction,The Basketball Diaries 1963-1966,3994
15892,682745,19733,114,memoir,The Basketball Diaries 1963-1966,3994
15893,682745,11743,70,fiction,The Basketball Diaries 1963-1966,3994
15894,682751,23605,386,picture-books,Animalia,6702
15895,682751,6953,282,childrens,Animalia,6702
15896,682751,6857,186,children,Animalia,6702
15897,682761,21689,509,non-fiction,The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,3604
15898,682761,14552,371,history,The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,3604
15899,682761,14730,302,holocaust,The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,3604
15900,682793,11743,406,fiction,The Tragedy of Puddn'head Wilson,8471
15901,682793,7404,106,classic,The Tragedy of Puddn'head Wilson,8471
15902,682793,18367,80,literature,The Tragedy of Puddn'head Wilson,8471
15903,682804,14487,1798,historical-fiction,The Killer Angels,1552
15904,682804,11743,997,fiction,The Killer Angels,1552
15905,682804,14552,977,history,The Killer Angels,1552
15906,682920,23605,583,picture-books,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",3509
15907,682920,6895,313,children-s-books,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",3509
15908,682920,6953,280,childrens,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",3509
15909,687215,11305,1571,fantasy,The Power That Preserves,5695
15910,687215,11743,213,fiction,The Power That Preserves,5695
15911,687215,9221,104,default,The Power That Preserves,5695
15912,687278,21689,356,non-fiction,When Things Fall Apart: Heart Advice for Difficult Times,4050
15913,687278,28384,292,spirituality,When Things Fall Apart: Heart Advice for Difficult Times,4050
15914,687278,21773,151,nonfiction,When Things Fall Apart: Heart Advice for Difficult Times,4050
15915,688191,11305,739,fantasy,Everlost,5016
15916,688191,33114,657,young-adult,Everlost,5016
15917,688191,32989,371,ya,Everlost,5016
15918,688663,8150,528,cookbooks,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,7518
15919,688663,12175,268,food,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,7518
15920,688663,8209,204,cooking,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,7518
15921,690866,11743,799,fiction,The Hundred Secret Senses,3311
15922,690866,14487,197,historical-fiction,The Hundred Secret Senses,3311
15923,690866,7009,194,china,The Hundred Secret Senses,3311
15924,690926,33114,131,young-adult,"The Twilight Collection (Twilight, #1-3)",2021
15925,690926,11305,124,fantasy,"The Twilight Collection (Twilight, #1-3)",2021
15926,690926,31745,66,vampires,"The Twilight Collection (Twilight, #1-3)",2021
15927,690955,23605,232,picture-books,Bad Kitty,9853
15928,690955,6953,101,childrens,Bad Kitty,9853
15929,690955,23596,76,picture-book,Bad Kitty,9853
15930,691520,20673,503,music,No One Here Gets Out Alive,3564
15931,691520,4605,496,biography,No One Here Gets Out Alive,3564
15932,691520,21689,317,non-fiction,No One Here Gets Out Alive,3564
15933,693016,14527,2043,historical-romance,Mine Till Midnight,2949
15934,693016,14467,875,historical,Mine Till Midnight,2949
15935,693016,18266,409,lisa-kleypas,Mine Till Midnight,2949
15936,693172,14821,532,horror,Twilight Eyes,5195
15937,693172,9124,297,dean-koontz,Twilight Eyes,5195
15938,693172,11743,166,fiction,Twilight Eyes,5195
15939,693208,33114,4589,young-adult,The Absolutely True Diary of a Part-Time Indian,591
15940,693208,32989,2506,ya,The Absolutely True Diary of a Part-Time Indian,591
15941,693208,11743,2056,fiction,The Absolutely True Diary of a Part-Time Indian,591
15942,696177,19052,76,manga,紳士同盟† 1,7531
15943,696177,26138,69,romance,紳士同盟† 1,7531
15944,696177,19165,47,mangas,紳士同盟† 1,7531
15945,697210,11743,191,fiction,Lost & Found,9193
15946,697210,2580,96,animals,Lost & Found,9193
15947,697210,9684,83,dogs,Lost & Found,9193
15948,701738,11743,253,fiction,Incendiary,9715
15949,701738,29553,32,terrorism,Incendiary,9715
15950,701738,8055,28,contemporary,Incendiary,9715
15951,702539,11743,336,fiction,Get Shorty,6043
15952,702539,8517,193,crime,Get Shorty,6043
15953,702539,20939,166,mystery,Get Shorty,6043
15954,703292,14487,2420,historical-fiction,The Witch of Blackbird Pond,1061
15955,703292,33114,1564,young-adult,The Witch of Blackbird Pond,1061
15956,703292,11743,951,fiction,The Witch of Blackbird Pond,1061
15957,704043,22983,1216,paranormal-romance,Kiss of Midnight,3001
15958,704043,22973,1137,paranormal,Kiss of Midnight,3001
15959,704043,31745,1074,vampires,Kiss of Midnight,3001
15960,710969,33114,98,young-adult,"Mates, Dates, and Inflatable Bras",9742
15961,710969,32989,65,ya,"Mates, Dates, and Inflatable Bras",9742
15962,710969,27199,44,series,"Mates, Dates, and Inflatable Bras",9742
15963,711901,20047,579,military,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,1408
15964,711901,21689,322,non-fiction,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,1408
15965,711901,32130,263,war,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,1408
15966,712313,11743,255,fiction,Barefoot,2378
15967,712313,6750,252,chick-lit,Barefoot,2378
15968,712313,10425,116,elin-hilderbrand,Barefoot,2378
15969,712807,33114,106,young-adult,Ruby Holler,9272
15970,712807,25438,105,realistic-fiction,Ruby Holler,9272
15971,712807,11743,101,fiction,Ruby Holler,9272
15972,714380,14552,233,history,The Discoverers: A History of Man's Search to Know His World and Himself,9910
15973,714380,21689,99,non-fiction,The Discoverers: A History of Man's Search to Know His World and Himself,9910
15974,714380,26816,80,science,The Discoverers: A History of Man's Search to Know His World and Himself,9910
15975,714569,14487,772,historical-fiction,A Countess Below Stairs,9861
15976,714569,32989,268,ya,A Countess Below Stairs,9861
15977,714569,11743,174,fiction,A Countess Below Stairs,9861
15978,714711,27095,77,self-help,You Can Win,6570
15979,714711,21689,52,non-fiction,You Can Win,6570
15980,714711,15626,22,inspirational,You Can Win,6570
15981,714902,33114,767,young-adult,Noughts & Crosses,3418
15982,714902,32989,379,ya,Noughts & Crosses,3418
15983,714902,10059,340,dystopia,Noughts & Crosses,3418
15984,715791,22983,855,paranormal-romance,Kiss of Crimson ,4801
15985,715791,31745,724,vampires,Kiss of Crimson ,4801
15986,715791,22973,717,paranormal,Kiss of Crimson ,4801
15987,715834,20939,640,mystery,The Apprentice,3158
15988,715834,8517,369,crime,The Apprentice,3158
15989,715834,30358,359,thriller,The Apprentice,3158
15990,716696,23831,51,poetry,رباعیات [Robāʿiāt-e ʿOmar Khayyām],6772
15991,716696,7404,44,classic,رباعیات [Robāʿiāt-e ʿOmar Khayyām],6772
15992,716696,20811,25,my-ebooks,رباعیات [Robāʿiāt-e ʿOmar Khayyām],6772
15993,716944,23605,394,picture-books,Owl Babies,9822
15994,716944,6953,169,childrens,Owl Babies,9822
15995,716944,6895,145,children-s-books,Owl Babies,9822
15996,720298,27095,360,self-help,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,5008
15997,720298,21773,93,nonfiction,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,5008
15998,720298,21689,80,non-fiction,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,5008
15999,721003,33114,245,young-adult,Peak,8279
16000,721003,1691,219,adventure,Peak,8279
16001,721003,25438,130,realistic-fiction,Peak,8279
16002,721012,11743,328,fiction,"The Sketch Book of Geoffrey Crayon, Gent",2490
16003,721012,27669,240,short-stories,"The Sketch Book of Geoffrey Crayon, Gent",2490
16004,721012,7404,132,classic,"The Sketch Book of Geoffrey Crayon, Gent",2490
16005,722864,6953,180,childrens,Inside the Human Body,3279
16006,722864,26816,146,science,Inside the Human Body,3279
16007,722864,6895,144,children-s-books,Inside the Human Body,3279
16008,724371,23831,870,poetry,The Lady of Shalott,8609
16009,724371,7457,384,classics,The Lady of Shalott,8609
16010,724371,11305,64,fantasy,The Lady of Shalott,8609
16011,730501,7457,304,classics,What Katy Did  ,7503
16012,730501,6953,174,childrens,What Katy Did  ,7503
16013,730501,11743,114,fiction,What Katy Did  ,7503
16014,731804,23605,279,picture-books,Pinkalicious,6297
16015,731804,6895,152,children-s-books,Pinkalicious,6297
16016,731804,6953,109,childrens,Pinkalicious,6297
16017,732562,23831,401,poetry,The Rime of the Ancient Mariner,3077
16018,732562,7457,351,classics,The Rime of the Ancient Mariner,3077
16019,732562,11743,233,fiction,The Rime of the Ancient Mariner,3077
16020,734542,23605,411,picture-books,Freight Train (Caldecott Collection),9063
16021,734542,6953,150,childrens,Freight Train (Caldecott Collection),9063
16022,734542,6895,148,children-s-books,Freight Train (Caldecott Collection),9063
16023,736131,20939,974,mystery,The Valley of Fear,5870
16024,736131,7457,856,classics,The Valley of Fear,5870
16025,736131,11743,486,fiction,The Valley of Fear,5870
16026,736376,11743,276,fiction,Breakfast with Buddha,8632
16027,736376,4949,130,book-club,Breakfast with Buddha,8632
16028,736376,5870,57,buddhism,Breakfast with Buddha,8632
16029,737957,14552,314,history,Michelangelo and the Pope's Ceiling,4292
16030,737957,2938,265,art,Michelangelo and the Pope's Ceiling,4292
16031,737957,21689,98,non-fiction,Michelangelo and the Pope's Ceiling,4292
16032,739840,7457,297,classics,Bambi - Eine Lebensgeschichte aus dem Walde,3402
16033,739840,11743,150,fiction,Bambi - Eine Lebensgeschichte aus dem Walde,3402
16034,739840,6953,133,childrens,Bambi - Eine Lebensgeschichte aus dem Walde,3402
16035,743599,26138,1552,romance,Beyond the Highland Mist,2591
16036,743599,30464,839,time-travel,Beyond the Highland Mist,2591
16037,743599,14527,776,historical-romance,Beyond the Highland Mist,2591
16038,744615,13561,1691,graphic-novels,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",4061
16039,744615,7778,642,comics,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",4061
16040,744615,8782,642,cómics,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",4061
16041,747061,25685,226,religious,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price",4154
16042,747061,25647,171,religion,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price",4154
16043,747061,17746,137,lds,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price",4154
16044,747746,11743,703,fiction,The Curious Case of Benjamin Button,3641
16045,747746,11305,358,fantasy,The Curious Case of Benjamin Button,3641
16046,747746,7404,175,classic,The Curious Case of Benjamin Button,3641
16047,748862,21689,173,non-fiction,Simple Abundance:  A Daybook of Comfort and Joy,2566
16048,748862,27095,146,self-help,Simple Abundance:  A Daybook of Comfort and Joy,2566
16049,748862,28384,87,spirituality,Simple Abundance:  A Daybook of Comfort and Joy,2566
16050,751635,33114,213,young-adult,The Skin I'm In,8714
16051,751635,32989,94,ya,The Skin I'm In,8714
16052,751635,25438,82,realistic-fiction,The Skin I'm In,8714
16053,752900,7457,1457,classics,Mήδεια,2763
16054,752900,23743,1241,plays,Mήδεια,2763
16055,752900,9886,427,drama,Mήδεια,2763
16056,752994,23743,519,plays,Le Misanthrope ou L'Atrabilaire Amoureux,8037
16057,752994,7457,387,classics,Le Misanthrope ou L'Atrabilaire Amoureux,8037
16058,752994,12553,194,french,Le Misanthrope ou L'Atrabilaire Amoureux,8037
16059,754713,20939,712,mystery,His Last Bow: Some Reminiscences of Sherlock Holmes,6187
16060,754713,7457,609,classics,His Last Bow: Some Reminiscences of Sherlock Holmes,6187
16061,754713,11743,322,fiction,His Last Bow: Some Reminiscences of Sherlock Holmes,6187
16062,758153,21689,296,non-fiction,Born Free: A Lioness of Two Worlds,3242
16063,758153,2580,201,animals,Born Free: A Lioness of Two Worlds,3242
16064,758153,21773,109,nonfiction,Born Free: A Lioness of Two Worlds,3242
16065,759611,23605,1265,picture-books,"Brown Bear, Brown Bear, What Do You See?",728
16066,759611,6953,1011,childrens,"Brown Bear, Brown Bear, What Do You See?",728
16067,759611,6895,918,children-s-books,"Brown Bear, Brown Bear, What Do You See?",728
16068,759900,18258,184,lisa-gardner,The Killing Hour,5799
16069,759900,20939,65,mystery,The Killing Hour,5799
16070,759900,8517,57,crime,The Killing Hour,5799
16071,759945,5951,361,business,The Magic of Thinking Big,1992
16072,759945,21689,229,non-fiction,The Magic of Thinking Big,1992
16073,759945,23334,183,personal-development,The Magic of Thinking Big,1992
16074,759960,33114,329,young-adult,Rumble Fish,7840
16075,759960,11743,202,fiction,Rumble Fish,7840
16076,759960,32989,117,ya,Rumble Fish,7840
16077,760025,5951,331,business,Positioning: The Battle for Your Mind,9014
16078,760025,19294,229,marketing,Positioning: The Battle for Your Mind,9014
16079,760025,21689,62,non-fiction,Positioning: The Battle for Your Mind,9014
16080,760110,28541,1430,star-wars,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",8783
16081,760110,26837,442,science-fiction,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",8783
16082,760110,26771,403,sci-fi,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",8783
16083,760168,6953,60,childrens,Just Me in the Tub (Mercer Mayer's Little Critter),5767
16084,760168,6895,57,children-s-books,Just Me in the Tub (Mercer Mayer's Little Critter),5767
16085,760168,6857,52,children,Just Me in the Tub (Mercer Mayer's Little Critter),5767
16086,760205,23605,232,picture-books,There's a Nightmare in My Closet (Pied Piper Book),8771
16087,760205,6953,138,childrens,There's a Nightmare in My Closet (Pied Piper Book),8771
16088,760205,6895,130,children-s-books,There's a Nightmare in My Closet (Pied Piper Book),8771
16089,760941,21689,242,non-fiction,When Rabbit Howls,6670
16090,760941,24526,198,psychology,When Rabbit Howls,6670
16091,760941,21773,104,nonfiction,When Rabbit Howls,6670
16092,761023,14821,856,horror,Books of Blood: Volume One,6758
16093,761023,27669,171,short-stories,Books of Blood: Volume One,6758
16094,761023,11743,110,fiction,Books of Blood: Volume One,6758
16095,761575,26837,612,science-fiction,Dune: House Atreides,6188
16096,761575,26771,494,sci-fi,Dune: House Atreides,6188
16097,761575,10007,228,dune,Dune: House Atreides,6188
16098,761732,11305,1300,fantasy,Soul of the Fire,1989
16099,761732,29151,290,sword-of-truth,Soul of the Fire,1989
16100,761732,11743,277,fiction,Soul of the Fire,1989
16101,762053,26138,1163,romance,"Key of Light (Key Trilogy, #1)",2091
16102,762053,21831,883,nora-roberts,"Key of Light (Key Trilogy, #1)",2091
16103,762053,11305,253,fantasy,"Key of Light (Key Trilogy, #1)",2091
16104,762064,20939,692,mystery,Betrayal in Death,7150
16105,762064,26138,366,romance,Betrayal in Death,7150
16106,762064,15954,272,j-d-robb,Betrayal in Death,7150
16107,762134,11743,321,fiction,بين القصرين,9247
16108,762134,14487,160,historical-fiction,بين القصرين,9247
16109,762134,34173,140,نجيب-محفوظ,بين القصرين,9247
16110,762288,6953,55,childrens,Nothing's Fair in Fifth Grade,9919
16111,762288,11743,39,fiction,Nothing's Fair in Fifth Grade,9919
16112,762288,33114,36,young-adult,Nothing's Fair in Fifth Grade,9919
16113,762462,15758,284,investing,One Up On Wall Street : How To Use What You Already Know To Make Money In The Market,8903
16114,762462,5951,137,business,One Up On Wall Street : How To Use What You Already Know To Make Money In The Market,8903
16115,762462,21689,99,non-fiction,One Up On Wall Street : How To Use What You Already Know To Make Money In The Market,8903
16116,762563,21689,177,non-fiction,Ball Four,5992
16117,762563,21773,80,nonfiction,Ball Four,5992
16118,762563,4605,58,biography,Ball Four,5992
16119,762806,20939,518,mystery,Gorky Park,2066
16120,762806,11743,463,fiction,Gorky Park,2066
16121,762806,30358,231,thriller,Gorky Park,2066
16122,763047,6750,382,chick-lit,Straight Talking,5427
16123,763047,11743,96,fiction,Straight Talking,5427
16124,763047,16168,75,jane-green,Straight Talking,5427
16125,763362,5951,815,business,The One Minute Manager,1157
16126,763362,21689,312,non-fiction,The One Minute Manager,1157
16127,763362,17780,248,leadership,The One Minute Manager,1157
16128,763429,13561,472,graphic-novels,The Walking Dead. Book Three,8112
16129,763429,7778,381,comics,The Walking Dead. Book Three,8112
16130,763429,14821,247,horror,The Walking Dead. Book Three,8112
16131,763594,11743,126,fiction,The Gemini Contenders,9333
16132,763594,30358,117,thriller,The Gemini Contenders,9333
16133,763594,26028,37,robert-ludlum,The Gemini Contenders,9333
16134,764063,20673,160,music,Wonderful Tonight: An Autobiography,9436
16135,764063,21689,149,non-fiction,Wonderful Tonight: An Autobiography,9436
16136,764063,4605,123,biography,Wonderful Tonight: An Autobiography,9436
16137,764073,14487,576,historical-fiction,When the Emperor Was Divine,9386
16138,764073,11743,465,fiction,When the Emperor Was Divine,9386
16139,764073,26256,115,rory-gilmore-reading-challenge,When the Emperor Was Divine,9386
16140,764165,31155,340,travel,The Snow Leopard,9984
16141,764165,21689,315,non-fiction,The Snow Leopard,9984
16142,764165,21195,121,nature,The Snow Leopard,9984
16143,764347,33114,3670,young-adult,Unwind,711
16144,764347,10064,2653,dystopian,Unwind,711
16145,764347,10059,2388,dystopia,Unwind,711
16146,764434,20939,549,mystery,Shroud for a Nightingale,5123
16147,764434,11743,139,fiction,Shroud for a Nightingale,5123
16148,764434,20926,102,mysteries,Shroud for a Nightingale,5123
16149,764903,7457,332,classics,Cheaper by the Dozen,5089
16150,764903,21689,325,non-fiction,Cheaper by the Dozen,5089
16151,764903,4605,248,biography,Cheaper by the Dozen,5089
16152,765193,23605,227,picture-books,Amazing Grace,9156
16153,765193,6895,102,children-s-books,Amazing Grace,9156
16154,765193,20622,95,multicultural,Amazing Grace,9156
16155,765281,6953,83,childrens,Lady and the Tramp (Little Golden Book),3662
16156,765281,6857,64,children,Lady and the Tramp (Little Golden Book),3662
16157,765281,6895,53,children-s-books,Lady and the Tramp (Little Golden Book),3662
16158,765427,23831,700,poetry,The Faerie Queene,8916
16159,765427,7457,573,classics,The Faerie Queene,8916
16160,765427,11305,134,fantasy,The Faerie Queene,8916
16161,765811,11743,274,fiction,The Women of Brewster Place,6467
16162,765811,27669,79,short-stories,The Women of Brewster Place,6467
16163,765811,1753,76,african-american,The Women of Brewster Place,6467
16164,766917,6953,151,childrens,Homer Price,7504
16165,766917,11743,147,fiction,Homer Price,7504
16166,766917,6857,126,children,Homer Price,7504
16167,766955,23605,1227,picture-books,"Click, Clack, Moo: Cows That Type",1635
16168,766955,6895,535,children-s-books,"Click, Clack, Moo: Cows That Type",1635
16169,766955,6953,528,childrens,"Click, Clack, Moo: Cows That Type",1635
16170,767171,14552,2807,history,The Rise and Fall of the Third Reich: A History of Nazi Germany,1420
16171,767171,21689,1099,non-fiction,The Rise and Fall of the Third Reich: A History of Nazi Germany,1420
16172,767171,21773,352,nonfiction,The Rise and Fall of the Third Reich: A History of Nazi Germany,1420
16173,767307,20939,552,mystery,The Angel of Darkness,6496
16174,767307,14487,464,historical-fiction,The Angel of Darkness,6496
16175,767307,11743,371,fiction,The Angel of Darkness,6496
16176,767680,23605,1589,picture-books,If You Give a Mouse a Cookie,454
16177,767680,6953,1226,childrens,If You Give a Mouse a Cookie,454
16178,767680,6895,1198,children-s-books,If You Give a Mouse a Cookie,454
16179,768878,11305,1375,fantasy,Abarat,5469
16180,768878,33114,450,young-adult,Abarat,5469
16181,768878,11743,253,fiction,Abarat,5469
16182,768889,11305,2567,fantasy,A Storm of Swords: Part 1 Steel and Snow,1995
16183,768889,11743,400,fiction,A Storm of Swords: Part 1 Steel and Snow,1995
16184,768889,9221,153,default,A Storm of Swords: Part 1 Steel and Snow,1995
16185,769016,23005,1462,parenting,How to Talk So Teens Will Listen and Listen So Teens Will Talk,7233
16186,769016,21689,429,non-fiction,How to Talk So Teens Will Listen and Listen So Teens Will Talk,7233
16187,769016,21773,184,nonfiction,How to Talk So Teens Will Listen and Listen So Teens Will Talk,7233
16188,769212,21689,78,non-fiction,The Last Seven Months of Anne Frank,5701
16189,769212,14552,62,history,The Last Seven Months of Anne Frank,5701
16190,769212,4605,44,biography,The Last Seven Months of Anne Frank,5701
16191,769483,11305,3296,fantasy,Magyk,1323
16192,769483,33114,844,young-adult,Magyk,1323
16193,769483,18886,498,magic,Magyk,1323
16194,769658,26837,578,science-fiction,Battlefield Earth: A Saga of the Year 3000,8512
