,goodreads_book_id,original_title,book_id,tag_concat
6239,2999282,Dexter by Design,6321,fiction mystery crime thriller dexter
6240,3002300,Chains,3718,historical-fiction young-adult ya historical fiction
6241,3009435,A Mercy,7002,fiction historical-fiction african-american book-club historical
6242,3015764,Indignation,9263,fiction novels historical-fiction american philip-roth
6243,3018539,As Intermitências da Morte,4711,fiction fantasy magical-realism novels portugal
6244,3047848,Heartless,3365,young-adult pretty-little-liars mystery series ya
6245,3047849,Killer ,2685,pretty-little-liars series ya young-adult pll
6246,3047850,Wicked,2919,pretty-little-liars ya series young-adult pll
6247,3047851,Wanted,2929,pll young-adult teen ebooks to-buy
6248,3052106,The Picture of Dorian Gray: A Graphic Novel ,2484,classics graphic-novels fiction comics graphic-novel
6249,3054684,Stargazer,2593,vampires young-adult paranormal fantasy ya
6250,3063499,The Lucky One,286,romance fiction chick-lit contemporary adult
6251,3064985,Wondrous Strange,8231,fantasy young-adult ya faeries romance
6252,3080212,Heat Lightning,6172,mystery john-sandford thriller fiction default
6253,3086160,The Hour I First Believed,2000,fiction book-club historical-fiction contemporary-fiction contemporary
6254,3090282,A Homemade Life: Stories and Recipes from My Kitchen Table,7339,food non-fiction memoir cookbooks nonfiction
6255,3090465,The Twilight Saga,992,fantasy young-adult romance vampires ya
6256,3094593,The Pagan Stone,5871,nora-roberts romance paranormal paranormal-romance fantasy
6257,3097601,Suicide Notes,6839,young-adult ya lgbt contemporary mental-illness
6258,3099780,0,6531,young-adult fantasy paranormal witches ya
6259,3099787,"Night World, No. 1",2182,young-adult vampires fantasy paranormal ya
6260,3106441,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,5693,humor non-fiction nonfiction humour comedy
6261,3112850,"Lament: The Faerie Queen's Deception (Books of Faerie, #1) ",5815,fantasy young-adult ya romance paranormal
6262,3115070,Hostage to Pleasure,8702,paranormal romance nalini-singh fantasy paranormal-romance
6263,3116205,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,4721,christian theology non-fiction christianity nonfiction
6264,3121162,Testimony,4920,fiction book-club anita-shreve contemporary contemporary-fiction
6265,3122173,One Silent Night,7112,paranormal-romance paranormal dark-hunter sherrilyn-kenyon fantasy
6266,3124122,The Charlemagne Pursuit,7825,fiction thriller steve-berry mystery historical-fiction
6267,3124249,A Lion Among Men,4992,fantasy fiction series gregory-maguire default
6268,3128411,Bone Crossed,1889,urban-fantasy fantasy paranormal vampires werewolves
6269,3130430,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",8369,non-fiction harry-potter nonfiction fantasy memoir
6270,3134981,Joker,3959,comics graphic-novels graphic-novel batman dc
6271,3147367,American Lion: Andrew Jackson in the White House,2790,history biography non-fiction presidents american-history
6272,3153910,The Art of Racing in the Rain,216,fiction book-club animals dogs contemporary
6273,3157876,0,4495,diary-of-a-wimpy-kid wimpy-kid my-books default childrens
6274,3165162,Percy Jackson and the Olympians Boxed Set,3220,fantasy young-adult rick-riordan percy-jackson mythology
6275,3173125,Beat the Reaper,8764,fiction thriller mystery crime humor
6276,3173558,"Maximum Ride: The Manga, Vol. 1",3864,manga graphic-novels maximum-ride young-adult graphic-novel
6277,3181564,博士の愛した数式 ,5933,fiction japan book-club japanese japanese-literature
6278,3181953,The Heretic's Daughter,4347,historical-fiction fiction book-club historical history
6279,3188186,Run for Your Life,5314,james-patterson mystery fiction thriller patterson
6280,3206011,Crazy Love: Overwhelmed by a Relentless God,797,christian non-fiction christianity christian-living faith
6281,3213286,Let It Snow: Three Holiday Romances,1575,romance contemporary christmas short-stories john-green
6282,3216451,The Gate House,7742,nelson-demille mystery demille fiction suspense
6283,3217221,Welcome to Lovecraft,2300,graphic-novels horror comics graphic-novel fantasy
6284,3220405,"Ender in Exile (The Ender Quintet, #2)",2900,science-fiction sci-fi fiction default scifi
6285,3223761,Every Soul A Star,6643,realistic-fiction young-adult middle-grade fiction ya
6286,3227063,The Way of Shadows,859,fantasy fiction epic-fantasy magic series
6287,3228917,Outliers: The Story of Success,193,nonfiction psychology non-fiction book-club economics
6288,3236307,Graceling,355,fantasy young-adult ya romance series
6289,3238153,North of Beautiful,3888,young-adult ya romance contemporary realistic-fiction
6290,3240483,Always Looking Up: The Adventures of an Incurable Optimist,5593,non-fiction biography memoir nonfiction memoirs
6291,3240691,واحة الغروب,8247,روايات بهاء-طاهر novels arabic روايات-عربية
6292,3243517, رأيت رام الله,8748,روايات to-buy novels فلسطين سيرة-ذاتية
6293,3253215,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",5208,art non-fiction art-books nonfiction creativity
6294,3257136,Dewey: The Small-Town Library Cat Who Touched the World,2885,non-fiction nonfiction animals memoir cats
6295,3268926,The Christmas Sweater,7739,christmas fiction book-club inspirational holiday
6296,3272165,"Bad Science: Quacks, Hacks, and Big Pharma Flacks",3645,science non-fiction nonfiction popular-science medicine
6297,3276012,Azincourt ,6179,historical-fiction historical fiction bernard-cornwell medieval
6298,3276072,Scat,8800,mystery young-adult fiction realistic-fiction ya
6299,3276637,Bones of the Hills,7278,historical-fiction fiction historical conn-iggulden history
6300,3289281,When Will There Be Good News?,3958,fiction mystery mysteries series scotland
6301,3293821,The Last Straw,1166,diary-of-a-wimpy-kid humor fiction realistic-fiction children
6302,3295695,To Challenge a Dragon,9618,fantasy romance dragons paranormal-romance paranormal
6303,3301759,The Murders in the Rue Morgue,7281,classics mystery short-stories fiction horror
6304,3313418,Extreme Measures,3190,vince-flynn fiction thriller mitch-rapp default
6305,3320520,The 3 Mistakes of My Life,1409,fiction indian-authors india chetan-bhagat indian-fiction
6306,3331756,عائد إلى حيفا,7823,روايات غسان-كنفاني novels فلسطين pdf
6307,3334563,Inkheart,7171,young-adult series childrens adventure children
6308,3338544,رحلتي من الشك إلى الإيمان,4760,مصطفى-محمود religion مصطفي-محمود د-مصطفى-محمود فكر
6309,3342764,The Magician's Apprentice,5671,fantasy magic fiction default young-adult
6310,3344411,Jeder stirbt für sich allein,7147,fiction historical-fiction book-club wwii europe
6311,3347892,Envy,6721,historical-fiction young-adult ya romance historical
6312,3359940,"If You're Reading This, It's Too Late",5962,mystery series adventure fantasy fiction
6313,3367956,Hotel on the Corner of Bitter and Sweet,396,book-club historical-fiction fiction historical bookclub
6314,3373198,Veil of Midnight,5749,paranormal-romance paranormal vampires lara-adrian romance
6315,3389671,Jessica's Guide to Dating on the Dark Side,4821,vampires young-adult romance paranormal fantasy
6316,3392089,The Winter Sea,2476,historical-fiction romance fiction historical time-travel
6317,3393124,Max ,2282,young-adult fantasy james-patterson maximum-ride sci-fi
6318,3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,2117,non-fiction history nonfiction adventure travel
6319,3400816,Plum Spooky,4159,janet-evanovich mystery default stephanie-plum humor
6320,3407877,The Forgotten Garden,613,fiction historical-fiction book-club historical australia
6321,3410425,Divine Justice,2842,david-baldacci fiction mystery thriller baldacci
6322,3412815,Fireproof,2222,christian christian-fiction fiction romance marriage
6323,3419808,The Secret Scripture,9384,fiction historical-fiction ireland book-club irish
6324,3428935,The Painted Man,1356,fantasy fiction epic-fantasy series magic
6325,3432478,The Forest of Hands and Teeth,1917,young-adult zombies ya dystopian horror
6326,3437328,The Temporal Void,6418,science-fiction sci-fi scifi space-opera fiction
6327,3438000,ثلاثية غرناطة,3093,روايات novels to-buy رضوى-عاشور arabic
6328,3474186,Forever Princess,4669,young-adult ya romance chick-lit meg-cabot
6329,3475161,Turn Coat,1630,fantasy urban-fantasy fiction dresden-files mystery
6330,3475268,"White Witch, Black Curse",3673,urban-fantasy fantasy paranormal vampires kim-harrison
6331,3479967,Through Black Spruce,8690,fiction canadian canada book-club historical-fiction
6332,3491072,حول العالم في 200 يوم,9039,أنيس-منصور انيس-منصور arabic أدب-الرحلات travel
6333,3492020,Promises in Death,4959,mystery j-d-robb jd-robb in-death in-death-series
6334,3503947,يوتوبيا,2588,روايات أحمد-خالد-توفيق novels احمد-خالد-توفيق arabic
6335,3522419,Sorgenfri,3380,crime mystery fiction thriller jo-nesbo
6336,3545387,Revenge of the Spellmans,8638,mystery humor series fiction mysteries
6337,3552023,"One False Note (The 39 Clues, Book 2)",2391,mystery 39-clues adventure young-adult series
6338,3554772,عزازيل,2033,روايات ﻳﻮﺳﻒ-زيدان novels arabic fiction
6339,3556419,Curse the Dawn,8450,urban-fantasy paranormal vampires fantasy paranormal-romance
6340,3558003,Lord of Misrule,3687,vampires young-adult paranormal ya vampire
6341,3570231,At Grave's End,2287,vampires paranormal urban-fantasy paranormal-romance romance
6342,3575676,"Night World, No. 3",1805,young-adult vampires fantasy paranormal ya
6343,3585344,Kiss of a Demon King ,4805,paranormal-romance paranormal romance kresley-cole fantasy
6344,3591262,Cutting for Stone,291,fiction book-club historical-fiction africa bookclub
6345,3609760,Twilight: The Complete Illustrated Movie Companion,220,vampires young-adult fantasy twilight paranormal
6346,3609763,The Twilight Saga: The Official Guide,4088,vampires young-adult fantasy twilight paranormal
6347,3613997,The Associate,1902,fiction john-grisham thriller mystery grisham
6348,3657138,Fade,3218,young-adult paranormal ya fantasy series
6349,3665811,The Secret Circle: The Captive Part II and The Power,7697,young-adult witches paranormal fantasy ya
6350,3673357,Very Valentine,8073,fiction chick-lit romance book-club adriana-trigiani
6351,3675828,Long Lost,5770,mystery harlan-coben fiction thriller default
6352,3678651,Bad Girls Don't Die,5200,young-adult paranormal horror ya series
6353,3684856,Fool,2423,humor fiction fantasy comedy historical-fiction
6354,3690427,Among the Mad,9510,mystery historical-fiction fiction audiobook mysteries
6355,3692091,1/4 جرام,4676,novels pdf to-buy عصام-يوسف روايات-عربية
6356,3692151,شكلها باظت,9512,عمر-طاهر أدب-ساخر pdf arabic مقالات
6357,3697927,Princess of the Midnight Ball,5989,fantasy young-adult fairy-tales romance ya
6358,3698601,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,8463,food non-fiction cookbooks nonfiction health
6359,3700085,Marcelo in the Real World,8370,realistic-fiction contemporary teen autism realistic
6360,3710603,Y: The Last Man - The Deluxe Edition Book One,9037,graphic-novels comics graphic-novel science-fiction fiction
6361,3720975,Handle with Care,1052,fiction jodi-picoult contemporary chick-lit adult-fiction
6362,3722183,A God in Ruins,2848,fiction historical-fiction historical war audiobooks
6363,3754016,Shadow's Edge,1412,fantasy fiction epic-fantasy assassins magic
6364,3754026,0,1429,fantasy fiction epic-fantasy brent-weeks magic
6365,3777732,City of Glass,134,fantasy young-adult ya paranormal urban-fantasy
6366,3798703,The Spectacular Now,2933,young-adult ya contemporary fiction romance
6367,3819326,0,2762,paranormal urban-fantasy paranormal-romance angels romance
6368,3828382,Tribes: We Need You to Lead Us,3810,business non-fiction leadership marketing nonfiction
6369,3831279,ڤيرتيجو,3538,روايات novels أحمد-مراد arabic pdf
6370,3860977,How We Decide,2444,non-fiction psychology science nonfiction business
6371,3863861,Just the Sexiest Man Alive,3800,romance contemporary-romance contemporary chick-lit adult
6372,3870943,The Apothecary's Daughter,6000,historical-fiction romance kindle christian-fiction fiction
6373,3918010,Kick-Ass,2843,comics graphic-novels graphic-novel fiction comic-books
6374,3925836,Shadows of the Workhouse: The Drama of Life in Postwar London,8901,non-fiction memoir history nonfiction biography
6375,3934321,The Return: Nightfall,3083,vampires young-adult fantasy paranormal vampire
6376,3950967,The Tales of Beedle the Bard,399,fantasy young-adult harry-potter fiction short-stories
6377,3975186,True Colors,3067,fiction kristin-hannah chick-lit romance book-club
6378,3975774,Evermore,415,young-adult fantasy paranormal romance ya
6379,3992598,0,2420,fantasy mythology young-adult rick-riordan percy-jackson
6380,3993839,Patient Zero,4995,zombies horror thriller zombie fiction
6381,4005310,Why Evolution Is True,6065,science non-fiction nonfiction evolution biology
6382,4016515,Letter to My Daughter,9187,non-fiction nonfiction poetry memoir biography
6383,4059448,A. Lincoln: A Biography,8964,history non-fiction biography american-history civil-war
6384,4066312,Smooth Talking Stranger  (Travis Family #3) ,4693,romance contemporary-romance contemporary lisa-kleypas chick-lit
6385,4070095,Asterios Polyp,5202,graphic-novels comics graphic-novel fiction graphic
6386,4070493,Need,2488,young-adult fantasy paranormal ya romance
6387,4071018,While My Sister Sleeps,8228,fiction barbara-delinsky chick-lit contemporary romance
6388,4102763,Paths of Glory,7889,fiction historical-fiction jeffrey-archer adventure default
6389,4107256,Frostbitten,7818,urban-fantasy paranormal fantasy kelley-armstrong werewolves
6390,4110198,The 8th Confession,3517,james-patterson women-s-murder-club patterson mystery default
6391,4134071,Hunted,783,young-adult fantasy house-of-night paranormal vampire
6392,4162673,The Private Patient,9574,mystery fiction mysteries crime series
6393,4201106,"A Rule Against Murder (Armand Gamache, #4)",4401,mystery fiction mysteries series canada
6394,4212386,Maryamah Karpov: Mimpi-mimpi Lintang,8480,novel fiction indonesian indonesia andrea-hirata
6395,4224060,The Element: A New View of Human Capacity,8485,education self-help nonfiction psychology creativity
6396,4268157,Perfect Chemistry,517,romance young-adult ya contemporary series
6397,4279056,The Gift,6506,chick-lit fiction christmas romance cecelia-ahern
6398,4285768,Tea Time for the Traditionally Built,8250,mystery fiction africa alexander-mccall-smith series
6399,4313522,The School of Essential Ingredients,6177,fiction food book-club cooking contemporary
6400,4332082,The Piano Teacher,6546,historical-fiction fiction book-club historical china
6401,4345290,The Crown Conspiracy,8568,fantasy fiction epic-fantasy high-fantasy adventure
6402,4345498,Magic Strikes,2971,urban-fantasy fantasy paranormal romance magic
6403,4352708,Bad Moon Rising,6731,paranormal-romance paranormal sherrilyn-kenyon romance dark-hunter
6404,4374400,If I Stay,149,young-adult ya romance contemporary fiction
6405,4415692,The Soldiers of Halla,5390,fantasy young-adult pendragon series sci-fi
6406,4447622,Some Girls Bite,3522,urban-fantasy vampires paranormal fantasy vampire
6407,4452257,The Book of Basketball: The NBA According to The Sports Guy,3222,sports non-fiction basketball nonfiction history
6408,4485966,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else,7111,non-fiction business psychology self-help nonfiction
6409,4488657,رباعيات صلاح جاهين,7831,شعر poetry arabic pdf صلاح-جاهين
6410,4494917,Gone Tomorrow,2016,lee-child thriller fiction mystery jack-reacher
6411,4497978,Desire Unchained (Shadow Lover),5611,paranormal-romance paranormal romance demons larissa-ione
6412,4499214,Sapphique,6985,fantasy young-adult dystopian ya dystopia
6413,4499669,0,1747,christian marriage non-fiction self-help relationships
6414,4502507,The Last Olympian,175,fantasy young-adult mythology percy-jackson rick-riordan
6415,4502877,Midnight Sun (Partial Draft),834,young-adult vampires fantasy romance paranormal
6416,4505161,The House On Tradd Street,9694,mystery fiction paranormal romance series
6417,4527502,The Scarecrow ,4673,mystery fiction crime thriller michael-connelly
6418,4566934,Winter in Tokyo,9090,romance metropop indonesian novel ilana-tan
6419,4570679,Going Too Far,4028,young-adult romance ya contemporary new-adult
6420,4570768,Willow,3895,young-adult ya romance contemporary fiction
6421,4588949,The Sorceress,2017,fantasy young-adult ya fiction magic
6422,4601396,Pygmy,4282,fiction chuck-palahniuk palahniuk contemporary abandoned
6423,4609710,Knit Two,8816,fiction chick-lit knitting series audiobook
6424,4618728,Honolulu,6047,historical-fiction fiction hawaii book-club historical
6425,4618898,Prayers for Sale,8091,historical-fiction fiction book-club historical adult-fiction
6426,4634266,NARUTO -ナルト- 巻ノ四十三 ,3266,manga naruto mangas fantasy manga-read
6427,4653511,رجال في الشمس,8209,روايات غسان-كنفاني novels arabic to-buy
6428,4667024,The Help,31,fiction historical-fiction book-club historical adult
6429,4673605,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),3716,horror dean-koontz graphic-novels graphic-novel fantasy
6430,4699575, Daemon,3239,technology kindle ebook techno-thriller sword-and-laser
6431,4701550,Passion Unleashed,5000,paranormal-romance paranormal romance demons vampires
6432,4703427,Dust of Dreams,6797,fantasy malazan epic-fantasy fiction malazan-book-of-the-fallen
6433,4703450,The Dragon Keeper,5067,fantasy dragons fiction robin-hobb kindle
6434,4703581,The City & The City,2969,fantasy fiction science-fiction mystery sci-fi
6435,4714126,"The Walking Dead, Vol. 9: Here We Remain",7781,graphic-novels comics horror graphic-novel zombies
6436,4758093,L.A. Candy,5078,young-adult chick-lit ya series fiction
6437,4765642,Stay Hungry Stay Foolish,8191,non-fiction business self-help entrepreneurship management
6438,4769247,Ashes of Midnight,8240,paranormal-romance paranormal vampires lara-adrian romance
6439,4769651,"The Everafter War (The Sisters Grimm, #7)",9994,fantasy fairy-tales series mystery fiction
6440,4772110,Nocturnes: Five Stories of Music and Nightfall,9862,short-stories fiction music contemporary library
6441,4789801,Green,5846,christian-fiction fantasy fiction christian ted-dekker
6442,4800764,"Sweet Persuasion (Sweet Series, #2)",9284,erotica bdsm romance maya-banks erotic-romance
6443,4808763,The Last Question (When the World Ends),8187,science-fiction sci-fi short-stories fiction short-story
6444,4835838,11 Birthdays,4975,fantasy middle-grade realistic-fiction fiction friendship
6445,4836308,The Physick Book of Deliverance Dane,2824,audiobook romance witchcraft default general-fiction
6446,4837112,Percy Jackson and the Sword of Hades,9740,rick-riordan young-adult fantasy series fiction
6447,4893390,The Faceless Ones,7374,fantasy young-adult urban-fantasy skulduggery-pleasant magic
6448,4902793,"Sookie Stackhouse, Books 1-7",3759,vampires paranormal fantasy paranormal-romance romance
6449,4912857,El juego del ángel,1467,fiction mystery historical-fiction fantasy spain
6450,4922079,One Second After,3178,fiction post-apocalyptic science-fiction sci-fi apocalyptic
6451,4924862,I Will Teach You To Be Rich,8549,finance non-fiction business personal-finance nonfiction
6452,4929705,A Reliable Wife,1640,fiction historical-fiction book-club historical mystery
6453,4932435,Finnikin of the Rock,4581,fantasy young-adult ya romance series
6454,4935682,Syren,4782,fantasy young-adult magic septimus-heap series
6455,4936457,The Time-Traveller's Guide to Medieval England: A Handbook for Visitors to the Fourteenth Century,9993,history non-fiction nonfiction medieval historical
6456,4946005,Relentless,8444,dean-koontz fiction default suspense mystery
6457,4954833,Brooklyn,1522,fiction historical-fiction book-club ireland historical
6458,4957350,Tinkers,4100,fiction pulitzer pulitzer-prize book-club pulitzer-prize-winners
6459,4961048,Wishful Drinking,3618,non-fiction memoir biography nonfiction humor
6460,4961959,Jim Butcher's the Dresden Files: Storm Front,7470,fantasy graphic-novels urban-fantasy graphic-novel comics
6461,5024334,Too Good To Be True,9464,romance contemporary-romance chick-lit contemporary kristan-higgins
6462,5031805,0,7947,christian theology bibles bible christianity
6463,5047880,Hunger ,1820,young-adult dystopian ya dystopia science-fiction
6464,5048174,2BR02B,7921,science-fiction fiction dystopia classics dystopian
6465,5053547,Trouble in Mudbug,9918,mystery kindle romance paranormal cozy-mystery
6466,5056084,Wings ,2201,fantasy young-adult ya romance paranormal
6467,5060378,Flickan som lekte med elden,98,fiction mystery crime suspense mystery-thriller
6468,5061675,A Clash of Kings,3775,fantasy fiction game-of-thrones sci-fi-fantasy epic-fantasy
6469,5082599,Practice Makes Perfect,6476,romance contemporary-romance contemporary chick-lit adult
6470,5093760,"Pretty in Plaid: A Life, a Witch, and a Wardrobe, or, the Wonder Years Before the Condescending, Egomanical, Self-Centered Smart-Ass Phase",7331,non-fiction memoir humor chick-lit memoirs
6471,5098079,"Lover Enshrined, part two",1483,paranormal-romance paranormal vampires romance vampire
6472,5103512,Martha Stewart's Cupcakes: 175 Inspired Ideas for Everyone's Favorite Treats,9815,cookbooks cooking cookbook food cook-books
6473,5111039,"Royal Blood (Vampire Kisses, #6)",6239,vampires young-adult vampire vampire-kisses paranormal
6474,5126859,The Girl Who Chased the Moon,2853,fiction magical-realism fantasy romance chick-lit
6475,5135798,Being Nikki,5539,young-adult ya romance meg-cabot chick-lit
6476,5148720,Succubus Heat,7780,urban-fantasy paranormal fantasy romance paranormal-romance
6477,5152478,Wintergirls,1244,young-adult ya fiction contemporary realistic-fiction
6478,5152561,Fragile Eternity,4076,young-adult paranormal faeries urban-fantasy romance
6479,5153799,0,4849,paranormal vampires paranormal-romance romance vampire
6480,5161066,Dead and Gone,748,vampires fantasy paranormal urban-fantasy fiction
6481,5168517,Waiting For You,5362,young-adult romance ya contemporary chick-lit
6482,5171894,0,4771,james-rollins fiction adventure mystery sigma-force
6483,5199185,Fahrenheit 451: The Authorized Adaptation,7711,graphic-novels graphic-novel science-fiction classics fiction
6484,5201089,The Kings of Clonmel,4000,fantasy young-adult adventure fiction series
6485,5206937,A Modest Proposal,3484,classics fiction satire humor non-fiction
6486,5212771,Carpe Corpus,3326,vampires young-adult paranormal ya vampire
6487,5215879,Skin Trade,4867,vampires paranormal fantasy anita-blake laurell-k-hamilton
6488,5217282,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",1626,fantasy young-adult series ya magic
6489,5231173,Twenty Boy Summer,3008,young-adult romance contemporary ya chick-lit
6490,5266667,A Kiss in Time,9855,fantasy young-adult romance fairy-tales ya
6491,5267365,Don't Judge a Girl by Her Cover,2319,ya young-adult series mystery romance
6492,5287473,Hex Hall,1140,young-adult fantasy paranormal ya magic
6493,5291189,The Hole in Our Gospel: What does God expect of Us?  The Answer that Changed my Life and Might Just Change the World,9219,christian non-fiction christianity christian-living religion
6494,5292173,"Relentless (The Lost Fleet, #5)",9560,science-fiction sci-fi scifi space-opera military
6495,5292853,Hunting Ground,3408,fantasy paranormal urban-fantasy romance paranormal-romance
6496,5295735,ملحمة الحرافيش,9967,نجيب-محفوظ روايات novels arabic fiction
6497,5303373,The Chosen One,9763,young-adult ya fiction realistic-fiction contemporary
6498,5310515,When You Reach Me,1738,young-adult fiction science-fiction mystery ya
6499,5355136,Look Again,3475,mystery fiction book-club lisa-scottoline suspense
6500,5356711,O vencedor está só,3409,fiction paulo-coelho novels thriller novel
6501,5391115,The Awakening,1227,young-adult fantasy paranormal ya urban-fantasy
6502,5396496,The Slap,4784,fiction default book-club australian australian-author
6503,5422154,The Neighbor,5365,mystery lisa-gardner thriller suspense fiction
6504,5489684,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),3967,vampire vampires paranormal fantasy romance
6505,5509321,First Family,4463,david-baldacci mystery fiction thriller baldacci
6506,5509920,The Darkest Whisper,3984,paranormal-romance paranormal romance gena-showalter demons
6507,5510384,Tricks,3796,young-adult poetry ya ellen-hopkins fiction
6508,5551522,Swimsuit,5642,james-patterson mystery fiction thriller patterson
6509,5556466,The Last Child,4335,mystery fiction thriller book-club crime
6510,5556595,A Vintage Affair,9177,fiction chick-lit romance book-club historical-fiction
6511,5557442,ظل الأفعى,7450,يوسف-زيدان روايات novels arabic روايات-عربية
6512,5558786,Метро 2033,4783,science-fiction sci-fi horror post-apocalyptic fiction
6513,5585788,Skinwalker,6292,fantasy urban-fantasy paranormal vampires shifters
6514,5587960,The Thing Around Your Neck,7559,short-stories fiction africa nigeria african-literature
6515,5598113,Vision in White,907,nora-roberts romance contemporary series contemporary-romance
6516,5599692,Batman: Whatever Happened to the Caped Crusader?,6630,comics graphic-novels batman graphic-novel dc
6517,5600151,Dog on It,7609,mystery fiction dogs animals humor
6518,5604848,Destined for an Early Grave,2275,vampires paranormal urban-fantasy paranormal-romance romance
6519,5607622,قمر على سمرقند,8441,روايات novels to-buy arabic pdf
6520,5618698,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",9362,vampires paranormal romance paranormal-romance urban-fantasy
6521,5628753,0,8267,paranormal-romance paranormal romance nalini-singh fantasy
6522,5632446,Columbine,2346,nonfiction true-crime history psychology kindle
6523,5664022,0,3251,مصطفى-محمود religion arabic to-buy philosophy
6524,5664985,Along for the Ride,667,young-adult romance ya contemporary ya-fiction
6525,5739373,The Defector,4696,fiction thriller daniel-silva mystery espionage
6526,5750628,Johannes Cabal the Necromancer,9515,fantasy fiction horror steampunk humor
6527,5764902,Genesis,5408,mystery thriller karin-slaughter crime fiction
6528,5771014,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",8313,non-fiction psychology self-help nonfiction business
6529,5776788,Sandman Slim,4334,urban-fantasy fantasy horror fiction paranormal
6530,5821978,The Summer I Turned Pretty,1066,young-adult romance contemporary ya series
6531,5861926,The Sword Thief,2477,39-clues mystery adventure young-adult series
6532,5883777,Holy Bible English Standard Version,4778,religion christian bibles bible reference
6533,5886881,Dark Places,226,mystery fiction thriller crime mystery-thriller
6534,5899779,Pride and Prejudice and Zombies,1039,horror zombies fantasy humor romance
6535,5933841,Inherent Vice,4426,fiction mystery crime novels literature
6536,5941033,Let the Great World Spin,1136,fiction book-club historical-fiction new-york bookclub
6537,5941079,The Fixer Upper,7566,chick-lit fiction romance mary-kay-andrews audio
6538,5941233,Thirst No. 1,3637,thirst young-adult fantasy vampires default
6539,5943970,Kindred in Death ,9747,mystery j-d-robb jd-robb romance in-death-series
6540,5957702,206 Bones,7065,mystery kathy-reichs crime fiction thriller
6541,5960325,Shanghai Girls,825,historical-fiction fiction book-club china historical
6542,5971165,The White Queen,764,historical-fiction historical fiction series history
6543,5972040,"Beyond the Grave (The 39 Clues, #4)",3060,39-clues the-39-clues mystery adventure childrens
6544,5981415,Summer On Blossom Street (Blossom Street #6),9827,debbie-macomber romance fiction series chick-lit
6545,5981872,The Madness of Lord Ian Mackenzie,8125,historical-romance romance historical historical-fiction series
6546,5983057,The Swan Thieves,4538,fiction historical-fiction mystery art historical
6547,5983694,Where the Mountain Meets the Moon,4831,fantasy fiction middle-grade childrens children
6548,5986375,This is Water,7593,philosophy nonfiction non-fiction psychology dfw
6549,5989573,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",4739,graphic-novels comics cómics graphic-novel fiction
6550,5996153,Blood Promise,419,young-adult vampires fantasy paranormal ya
6551,5996209,Thorn Queen,9192,urban-fantasy fantasy paranormal richelle-mead paranormal-romance
6552,6006518,Strange Angels,4170,paranormal ya urban-fantasy series zombies
6553,6013511,Black Hills,4172,nora-roberts romance romantic-suspense mystery fiction
6554,6021523,Summer House,8536,chick-lit fiction nancy-thayer beach-reads romance
6555,6023056,"Act Like a Lady, Think Like a Man",2635,non-fiction nonfiction relationships humor psychology
6556,6043849,The Ask and the Answer,2301,young-adult ya dystopian dystopia science-fiction
6557,6045456,The Secret Speech,8318,fiction historical-fiction thriller mystery crime
6558,6048530,Finger Lickin' Fifteen,1959,mystery janet-evanovich fiction humor stephanie-plum
6559,6049585,Abandon,9335,horror thriller kindle mystery fiction
6560,6050298,Dreamfever,1891,fantasy paranormal romance urban-fantasy paranormal-romance
6561,6050678,Leviathan,1745,steampunk young-adult fantasy ya science-fiction
6562,6054190,0,9511,chick-lit fiction jane-green chicklit romance
6563,6054449,Tales from a Not-So-Fabulous Life,3114,dork-diaries realistic-fiction middle-grade series humor
6564,6055063,The Sweet Life in Paris: A Recipe for Living in the World's Most Delicious City,8957,food non-fiction travel memoir nonfiction
6565,6063187,Twenties Girl,761,chick-lit romance fiction sophie-kinsella chicklit
6566,6065182,The Little Stranger,4304,fiction horror mystery historical-fiction ghosts
6567,6065215,The Strain,1491,sci-fi horror supernatural audiobook suspense
6568,6066819,Best Friends Forever,1879,chick-lit fiction jennifer-weiner chicklit friendship
6569,6068551,Shiver,254,ya romance fiction supernatural urban-fantasy
6570,6070950,Bed of Roses,2858,romance nora-roberts contemporary-romance contemporary chick-lit
6571,6076387,A Gate at the Stairs,7066,fiction book-club novels contemporary-fiction literary-fiction
6572,6076768,The Apostle,7851,brad-thor thriller fiction default scot-harvath
6573,6080337,The Year of the Flood,1405,fiction science-fiction dystopia sci-fi dystopian
6574,6080420,Commencement,8525,fiction chick-lit book-club contemporary feminism
6575,6080822,The Castaways,4600,fiction chick-lit elin-hilderbrand beach-reads book-club
6576,6080889,Storm Glass,8507,fantasy young-adult magic ya romance
